Video ID,model,me,timestamp (시작시간),transcript
_ZSOE-CM2UA,FALSE,FALSE,20.55704082,"Think that's the expression now I'm talking about men, that, like women who are can't."
_ZSOE-CM2UA,FALSE,FALSE,17.58,"Leave the house fat so I'm not talking about anyone in here this evening, unless in order to get out, someone have to cut the side of the house off and there was."
_ZSOE-CM2UA,FALSE,FALSE,26.849,"Some sort of winch involved I'm, not talking about people with water retention, I'm talking about people with cake retention, people that tell you they've got a thyroid problem. You sell."
_ZSOE-CM2UA,FALSE,FALSE,37.23,Really a thyroid problem: what are you taking for that? Pies [Applause]?
_ZSOE-CM2UA,FALSE,FALSE,47.29000543,You know the kind of girl that looks as if she makes a cracking breakfast wouldn't want to share it with you. I saw.
_ZSOE-CM2UA,FALSE,FALSE,52.52,"A thing on TV, the other day she was on one of these kind of makeover, shows that, on during the day, they did a makeover on a girl."
_ZSOE-CM2UA,FALSE,FALSE,66.12333333,She was 34 stone.
_ZSOE-CM2UA,FALSE,FALSE,59.5,It's like rearranging the deck chairs on the Titanic I say a makeover.
_ZSOE-CM2UA,TRUE,FALSE,69.21082803,They gave her a fringe.
_ZSOE-CM2UA,FALSE,FALSE,72.40152866,Is that really gonna turn the corner for a girl like that? That's.
_ZSOE-CM2UA,FALSE,FALSE,69.92,What I'm asking I don't think it will I can't imagine a scenario where a guy you know he's drinking in a bar. He looks across.
_ZSOE-CM2UA,FALSE,FALSE,84.64310127,"He sees a girl, she's 34 stones, be."
_ZSOE-CM2UA,FALSE,FALSE,79.58,"Tough to miss her, let's face it, he thinks to himself she's a little bit big for me goes back to his drink."
_ZSOE-CM2UA,FALSE,FALSE,92.80407742,"Meanwhile, the makeover team are in snip, snip, snip."
_ZSOE-CM2UA,FALSE,FALSE,89.29,"He looks back, he thinks actually only wood."
_ZSOE-CM2UA,FALSE,FALSE,95.01023404,It's the excuses that get me.
_ZSOE-CM2UA,FALSE,FALSE,98.7803883,The excuses are amazing.
_ZSOE-CM2UA,TRUE,TRUE,101.900516,"The camera adds 10 pounds, stop eating [, __, ] cameras."
_ZSOE-CM2UA,FALSE,FALSE,109.1808138,The reason I've become obsessed by this.
_ZSOE-CM2UA,FALSE,FALSE,107.91,Topic is because of a couple of documentaries on TV there's one called fatties in their feeders.
_ZSOE-CM2UA,FALSE,FALSE,120.0527027,Anyone see it it's an amazing sociological study of obesity in our country and the health.
_ZSOE-CM2UA,TRUE,TRUE,118.83,"Problems inherent in that and also it was [ __, ] hilarious."
_ZSOE-CM2UA,FALSE,FALSE,126.8629787,It was basically these tiny little stick thin men bringing massive KFC buckets of food to these enormous women that couldn't even.
_ZSOE-CM2UA,FALSE,FALSE,131.7,"Move and while we're on the subject, you be careful with the KFC bucket, it's a big leap from plate to bucket, but from bucket to trough, not very far at all the."
_ZSOE-CM2UA,FALSE,FALSE,144.66,"Other one that was on was called chubby chasers I, like the title, chubby chaser sounds great I."
_ZSOE-CM2UA,FALSE,FALSE,159.168866,Just wonder how accurate is that?
_ZSOE-CM2UA,FALSE,FALSE,164.1562887,How much chasing is actually going on?
_ZSOE-CM2UA,FALSE,FALSE,169.8993814,No bear waddling and wheezing.
_ZSOE-CM2UA,FALSE,FALSE,158.54,Then gotcha gotcha people with Tourette's what makes him tick that was originally about suicide bombers.
_ZSOE-CM2UA,FALSE,FALSE,181.764,I've toned it down for you.
Fc6jgSn_E60,FALSE,FALSE,0.03,"Today, we're going to be looking at seven clean for night, you tubers, cursing meals, hey!"
Fc6jgSn_E60,FALSE,FALSE,12.58431472,"What's up guys, welcome back to the channel pretty much all for now."
Fc6jgSn_E60,FALSE,FALSE,22.06979695,You tubers have slipped up and cursed before.
Fc6jgSn_E60,FALSE,FALSE,13.679,It's definitely super weird to hear some of these big for night.
Fc6jgSn_E60,FALSE,FALSE,19.87791358,You tubers curse because they are usually family friendly due to the fact that a lot of young kids.
Fc6jgSn_E60,FALSE,FALSE,21.18,Watch them on this video.
Fc6jgSn_E60,FALSE,FALSE,23.81890625,That is exactly what we're gonna be taking a look at so without any further ado.
Fc6jgSn_E60,FALSE,FALSE,32.26340625,Let's get into it number seven.
Fc6jgSn_E60,FALSE,FALSE,35.53565,Everyone gets caught off.
Fc6jgSn_E60,FALSE,FALSE,29.73,"Guard on stream, sometimes even really popular for nice, streamers, like ninja well, this clip is exactly that."
Fc6jgSn_E60,FALSE,FALSE,42.40952406,He got distracted and accidentally ended up saying the S word now. This wasn't an.
Fc6jgSn_E60,FALSE,FALSE,40.89,"After dark stream, this was a normal stream."
Fc6jgSn_E60,FALSE,FALSE,45.39125641,During the day he had just woke up and a lot of young kids were watching.
Fc6jgSn_E60,FALSE,FALSE,52.85925,He did get upset after that. He said this.
Fc6jgSn_E60,FALSE,FALSE,48.719,"Word and apologized to everyone: it happens to the best of us so but anyways, let's check out the clip, uh, okay, language. Oh look guys!"
Fc6jgSn_E60,FALSE,FALSE,90.04057447,Every man makes a mistake.
Fc6jgSn_E60,FALSE,FALSE,97.94028723,I got a more careful whatever X.
Fc6jgSn_E60,FALSE,FALSE,77.34,"Goods when I spend too much time out in the real world man, you know my my language number, six, all right so next is Nikkei."
Fc6jgSn_E60,FALSE,FALSE,91.72609467,30 and I searched for a while to find a clip of.
Fc6jgSn_E60,FALSE,FALSE,89.31,Him cursing and was only able to come up with one clip which is crazy.
Fc6jgSn_E60,FALSE,FALSE,96.89486842,Nick has only sworn once on stream and it was a complete accident.
Fc6jgSn_E60,FALSE,FALSE,104.0463158,He got a control.
Fc6jgSn_E60,FALSE,FALSE,97.8,"Donation, you guys know when people like changed their donation, name to something that sounds like a bad word."
Fc6jgSn_E60,FALSE,FALSE,109.097648,"Yeah anyways Nick was thanking people for donating I, believe and he was trying to speed."
Fc6jgSn_E60,FALSE,FALSE,107.729,"Through it and accidentally ended up saying a bad word in the process, his reaction to it was pretty priceless."
Fc6jgSn_E60,FALSE,FALSE,118.5091598,You can tell he was not trying to laugh but couldn't resist it.
Fc6jgSn_E60,FALSE,FALSE,124.6276289,I was laughing pretty.
Fc6jgSn_E60,FALSE,FALSE,117.3,"Hard at this one also the first time, I watched it and I'm sure you guys will also Brandon Butler."
Fc6jgSn_E60,FALSE,FALSE,155.4959509,"Thank you for the three legend gaming Jordan beasts, Yorick [Music]."
Fc6jgSn_E60,FALSE,FALSE,168.96,These guys are so annoying [Music] number five.
Fc6jgSn_E60,FALSE,FALSE,176.0613661,Nobody has really ever heard typicalgamer curse before like ever.
Fc6jgSn_E60,FALSE,FALSE,185.8824044,"However, he is an adult and probably swears outside of his videos. He has."
Fc6jgSn_E60,FALSE,FALSE,183.61,"Definitely never curse, slash, shame or in his videos ate on until I came across this clip typical ended up, slipping up and swearing while playing with some other popular youtubers on four night."
Fc6jgSn_E60,FALSE,FALSE,192.79,"Squads some people got mad at him for this, even though the word wasn't that bad, but all I gotta say is check it out. Okay, so Lachlan."
Fc6jgSn_E60,FALSE,FALSE,206.9332886,He makes a ton of.
Fc6jgSn_E60,FALSE,FALSE,213.13,Four-Night videos over here on YouTube and has over 11 million subscribers.
Fc6jgSn_E60,FALSE,FALSE,219.9603571,"If you guys didn't know already, he doesn't curse on his mane for a night channel because he tries to make it kid-friendly."
Fc6jgSn_E60,FALSE,FALSE,221.83,"But if we take a look at one of his videos from his other channel with over 1 million subscribers, we can tell that he curses quite a lot on there. I think."
Fc6jgSn_E60,FALSE,FALSE,230.47,He is just more of himself on his second channel Lachlan plays for ya.
Fc6jgSn_E60,FALSE,FALSE,239.681465,Take a look at the clip where Lachlan is swearing.
Fc6jgSn_E60,FALSE,FALSE,246.2610828,Was that number three so ali-a one of.
Fc6jgSn_E60,FALSE,FALSE,244.18,"The biggest four night YouTube's Believe, It or Not, used to curse all the time before that existed."
Fc6jgSn_E60,FALSE,FALSE,253.3370681,"He has definitely changed or definitely changed in this videos, at least but yeah well, playing."
Fc6jgSn_E60,FALSE,FALSE,253,"Call of duty he was straight-up roasting, someone on his team for being bad at the game and using a very excessive language number. Two."
Fc6jgSn_E60,FALSE,FALSE,269.2545455,Probably none of you have heard the co2 swear before but believe.
Fc6jgSn_E60,FALSE,FALSE,280.539,"It or not before he became extremely popular, which he did I never heard him swear before I came across this video yeah."
Fc6jgSn_E60,FALSE,FALSE,293.57025,"Basically, he was playing h1z1 and streaming it and you could tell he used."
Fc6jgSn_E60,FALSE,FALSE,291.069,To act extremely different and cursed quite a lot.
Fc6jgSn_E60,FALSE,FALSE,300.0574848,"It's super weird to hear him swear, but anyways check out the clip."
Fc6jgSn_E60,TRUE,TRUE,312.1020545,[Applause] ain't that going damn it hello. How are.
Fc6jgSn_E60,FALSE,FALSE,312.549,"You today, sir, you cannot leave this room."
Fc6jgSn_E60,FALSE,FALSE,320.4439068,"You must stay here, the whole entire game."
Fc6jgSn_E60,FALSE,FALSE,328.1552112,"Oh, why are you moving me?"
Fc6jgSn_E60,TRUE,TRUE,332.9288758,"Please, don't back up back the [ __ ] up [ __ ] back up."
Fc6jgSn_E60,FALSE,FALSE,330.209,What are you doing in my room?
Fc6jgSn_E60,FALSE,TRUE,335.7934595,"Dammit open my door, you open the goddamn door hi."
Fc6jgSn_E60,FALSE,FALSE,345.1008919,Let's talk this out.
Fc6jgSn_E60,FALSE,FALSE,348.8238649,"Let's talk this out, we can team up come here, come."
Fc6jgSn_E60,FALSE,FALSE,343.959,"Here, let me whisper Sundy I mean let me whisper."
Fc6jgSn_E60,FALSE,FALSE,349.4432308,Some sweet stuff in the air.
Fc6jgSn_E60,FALSE,FALSE,352.5770769,Come here come here.
Fc6jgSn_E60,FALSE,FALSE,354.8155385,What are you doing?
Fc6jgSn_E60,FALSE,FALSE,356.9420769,What are you doing come here get over you.
Fc6jgSn_E60,TRUE,TRUE,352.029,"Don't be shocked for me, get your ass, stop posing the door, you listen, listen, we don't got a fight, you don't got a fight."
Fc6jgSn_E60,FALSE,FALSE,369.3559868,What are you doing? Get back over.
Fc6jgSn_E60,FALSE,TRUE,363.129,There get stop coming over here. Dude! Oh he's wrong.
Fc6jgSn_E60,FALSE,FALSE,374.366191,"Again: oh, oh, my god, dude I, gotta dodge Oh God number one so rhino crunch was a four-night youtuber, but he seems that he actually."
Fc6jgSn_E60,FALSE,FALSE,382.539,"Completely quit YouTube three to six months ago: I, don't know the complete story - ye quit, but if you guys do make sure to, let me know down in the comments."
Fc6jgSn_E60,FALSE,FALSE,390.61,Now this guy was a super good guy at the end of his videos.
Fc6jgSn_E60,FALSE,FALSE,396.759026,"He would even read a Bible verse that anyone that stuck around to the end could hear, but before."
Fc6jgSn_E60,FALSE,FALSE,398.68,"All this when four and I had just first came out, he actually did use the square."
Fc6jgSn_E60,FALSE,FALSE,414.2876319,"Here's a clip, [Music]."
Fc6jgSn_E60,FALSE,FALSE,418.7194286,"Alright, this is gonna, be good guys."
Fc6jgSn_E60,FALSE,FALSE,425.8488407,"This is gonna, be real good."
Fc6jgSn_E60,FALSE,FALSE,431.2440714,My aim is on point.
Fc6jgSn_E60,FALSE,FALSE,417.409,"Right now that was a good that was a good confidence booster to this guy I, don't know if you had a full shield or not, but that's up sorry dad."
Fc6jgSn_E60,FALSE,FALSE,426.439,Sorry I'm taking your check it's my stick now.
MKYpJL_aWYQ,FALSE,FALSE,3.319,"What you never split it you spit my 12-inch, never mind!"
MKYpJL_aWYQ,FALSE,FALSE,13.30357895,No I want to get a sixth sense. That's wrong!
MKYpJL_aWYQ,TRUE,TRUE,21.14860526,I knew [ __ ].
MKYpJL_aWYQ,FALSE,FALSE,23.64475,What is up with your face? It looks like.
MKYpJL_aWYQ,TRUE,TRUE,17.34,Bruce Lee kicked you in the face with his dick.
MKYpJL_aWYQ,FALSE,FALSE,28.47111613,"You ever go to like a paint store, nope, okay, never mind, I'm, not gonna."
MKYpJL_aWYQ,FALSE,FALSE,45.99670323,Ask brother brother I got something for.
MKYpJL_aWYQ,TRUE,TRUE,35.82,"You big [Music], surprise [, __ ], oh my god, what the [ __ ] [Applause] report me. Thank you!"
MKYpJL_aWYQ,TRUE,TRUE,68.83939865,"So [ __ ], very much I love!"
MKYpJL_aWYQ,TRUE,TRUE,78.78072297,"You all I, really [ __, ] love! You. Thank you. Thank you."
MKYpJL_aWYQ,FALSE,FALSE,99.90041176,So much Tyler ones live Tyler. One switch!
MKYpJL_aWYQ,TRUE,TRUE,108.8413059,"That's some [ __ ], look less I'm a [, __ ]! Look."
MKYpJL_aWYQ,FALSE,FALSE,119.5267647,What was he saying that guaranteed?
MKYpJL_aWYQ,FALSE,FALSE,127.1592353,"He talks about me, your your."
MKYpJL_aWYQ,FALSE,TRUE,113.38,"You have health issues, okay and your stream is going straight downhill."
MKYpJL_aWYQ,FALSE,FALSE,147.6011765,My sub sounds best right now.
MKYpJL_aWYQ,FALSE,FALSE,161.3847059,"It's me going skrt skrt, skrt skrt last the timing of that bro. No, no so."
MKYpJL_aWYQ,TRUE,TRUE,155.03,"What you sucked, as you said, of dude, that was my name- is rat Jones, I'm, desperate for content ramen and you do please [ __ ] fit."
MKYpJL_aWYQ,TRUE,TRUE,173.8297297,"You are [ __, ], stupid."
MKYpJL_aWYQ,FALSE,TRUE,187.88,An imposition we only I'm in charge here sergeant get your men off the bridge Lutz in it. What's your unit?
MKYpJL_aWYQ,FALSE,FALSE,204.4121687,"Sorry, we don't have time for this."
MKYpJL_aWYQ,FALSE,FALSE,209.8709036,What's your unit sorry got.
MKYpJL_aWYQ,FALSE,TRUE,203.75,"Company 22nd Marines lieutenant and we just saved your ass by the river record, I think that point is now boots to go over there and see him and everything and I've been working with Bill ever."
MKYpJL_aWYQ,FALSE,TRUE,228.77,"Since I guess working I-I've known bill since the cosplay contest, I did back in last September when I went to twitchcon right and back at that place. I actually said."
MKYpJL_aWYQ,FALSE,FALSE,247.09,"Iron lion: thanks to the SOB, welcome back for two months, yeah I build around I, actually said at twitchcon."
MKYpJL_aWYQ,FALSE,FALSE,265.3614744,That I was so we've got to get out of here. Maybe we.
MKYpJL_aWYQ,TRUE,TRUE,266.509,"Still have like boiler time, dr Freeman, what the [ __ ]!"
MKYpJL_aWYQ,FALSE,FALSE,279.635504,"Is it really that time again, it seems as if there's some place 2492 and over atch after 20 hours of."
MKYpJL_aWYQ,FALSE,FALSE,287.389,"Game time, none of my friends play overwatch, so I had to pay five bucks to tell someone hey you just wasted your money."
MKYpJL_aWYQ,FALSE,FALSE,300.653127,Lull in chat appreciate your five bud.
MKYpJL_aWYQ,FALSE,FALSE,304.8534339,"Thanks five, some areas been along."
MKYpJL_aWYQ,FALSE,TRUE,303.98,"-, oh you got you got thrown back to the other Czechia!"
MKYpJL_aWYQ,FALSE,FALSE,325.8286577,That's pretty cool I've!
MKYpJL_aWYQ,TRUE,TRUE,335.3626174,"Never seen that before you [ __ ], like that, always that you said it for."
MKYpJL_aWYQ,FALSE,FALSE,338.48,"Even said, either hide all right."
MKYpJL_aWYQ,FALSE,FALSE,347.4589241,Tell me how I get all right.
MKYpJL_aWYQ,FALSE,FALSE,355.0774051,Tell me how I can get my swimming out like?
MKYpJL_aWYQ,FALSE,TRUE,366.7772152,Are you kidding me?
MKYpJL_aWYQ,FALSE,FALSE,371.9468987,"I, don't need a diet."
MKYpJL_aWYQ,FALSE,FALSE,377.6607595,How do I do that.
MKYpJL_aWYQ,FALSE,TRUE,363.68,Boys go underwater long losing to a blind guy.
MKYpJL_aWYQ,FALSE,FALSE,379.9291892,I made it I know.
MKYpJL_aWYQ,FALSE,TRUE,385.9343243,Now all I'm missing is forcing or summit 1g give subs all the way.
MKYpJL_aWYQ,FALSE,FALSE,409.2483784,Thank you summit 1g.
MKYpJL_aWYQ,TRUE,TRUE,389.69,"Thank you, man you're, the [, __ ] man."
MKYpJL_aWYQ,FALSE,FALSE,397.5342,Thank you for subbing.
MKYpJL_aWYQ,FALSE,FALSE,401.9591333,You guys are so cool notice in the small fries. Thank you.
MKYpJL_aWYQ,FALSE,FALSE,413.4237333,"That's funny man, whoever pitch this."
MKYpJL_aWYQ,FALSE,FALSE,416.85,Ideas should be taken in the woods and shot shroud we're.
MKYpJL_aWYQ,FALSE,TRUE,431.537787,"Yet the comrades have lost [Music] this video, so you can text videos never long enough to me to send one goddamn."
MKYpJL_aWYQ,TRUE,TRUE,441.06,Text what the hell man make it like did it sure you guys know I actually have leer cuz I pet chicken.
MKYpJL_aWYQ,TRUE,TRUE,460.15708,Was that [ __ ]? Isn't it adorable?
MKYpJL_aWYQ,FALSE,FALSE,466.5858,"Wasn't he cute he's so cute, sell them or."
MKYpJL_aWYQ,FALSE,FALSE,458.669,I can sell them. Hmm!
MKYpJL_aWYQ,FALSE,FALSE,465.5079873,"Oh ok. Ok, wait, three, two: why great?"
MKYpJL_aWYQ,FALSE,FALSE,478.8440127,That was really good! There!
MKYpJL_aWYQ,TRUE,FALSE,488.0766456,"Sorry dollar [ __ ] 3d, forty five thousand eight hundred eighty-eight [Music]."
MKYpJL_aWYQ,FALSE,FALSE,500.66,He does have all right.
MKYpJL_aWYQ,FALSE,TRUE,503.6175674,Thank you for 250 bits.
MKYpJL_aWYQ,FALSE,TRUE,506.5751348,Baby you know enjoy.
MKYpJL_aWYQ,FALSE,FALSE,509.1469326,Thank you for the UH primetime uh uh Maura fry I.
MKYpJL_aWYQ,FALSE,TRUE,515.4478371,"Thank you for the prime time to you know, get this ship ever get."
MKYpJL_aWYQ,TRUE,TRUE,523.88,This [ __ ] [Music] [Music].
MKYpJL_aWYQ,TRUE,TRUE,531.2612048,"What do you [Music] [ __, ] off game I'm, just trying to film a vlog you, absolute [, __, ], cool amazed, oh and a dead end."
MKYpJL_aWYQ,FALSE,FALSE,563.9493976,There's gonna be some.
MKYpJL_aWYQ,FALSE,TRUE,595.45,Behind me dude how much you want to bet and she comes out of nowhere.
MKYpJL_aWYQ,TRUE,TRUE,605.4122857,I didn't do a [ __ ].
MKYpJL_aWYQ,FALSE,FALSE,608.4442857,That was not me.
skuLK0YpksI,FALSE,FALSE,0.62,What is hate speech?.
skuLK0YpksI,FALSE,FALSE,2.94,And should the government ban it?.
skuLK0YpksI,FALSE,FALSE,5.82,We asked college students at the University of Southern California If.
skuLK0YpksI,FALSE,FALSE,9.465952058,Somebody uses a racial slur?.
skuLK0YpksI,FALSE,FALSE,11.68,"That's hate, speech?, Yeah I think that would be a reason."
skuLK0YpksI,FALSE,TRUE,14.93262548,"To,, like a crime What, if somebody says 'muslims shouldn't, be allowed in the US. '"
skuLK0YpksI,FALSE,FALSE,19.64332446,"Yeah,, that's hate speech."
skuLK0YpksI,FALSE,FALSE,22.1416,"What, if somebody denies the Holocaust?."
skuLK0YpksI,FALSE,FALSE,25.6,"I, no, I don't have any understanding for that."
skuLK0YpksI,FALSE,TRUE,28.49980572,"You shouldn't be able to blatantly lie about something,, especially like the Holocaust A female comedian says 'men are scum?' I, don't believe. That's hate speech."
skuLK0YpksI,TRUE,TRUE,39.91657143,all white people are racist?
skuLK0YpksI,FALSE,FALSE,41.92762137,", No,, I'm, gonna, say no I, don't know."
skuLK0YpksI,FALSE,FALSE,44.77082991,The First Amendment grants absolute protection of even the most vile speech so long as it doesn't directly incite violence.
skuLK0YpksI,TRUE,TRUE,56.97382979,"I hate white people,, all of them Every last iota of a cracker, I hate him."
skuLK0YpksI,FALSE,FALSE,61.98801454,But is the tide. Turning in America?.
skuLK0YpksI,FALSE,FALSE,64.69,40 percent of Americans now think that the government should regulate so-called hate speech But.
skuLK0YpksI,FALSE,FALSE,69.38085042,"It turns out that defining hate speech is easier said than done. Everyone thinks,."
skuLK0YpksI,FALSE,FALSE,73.33875546,"This is hate speech,."
skuLK0YpksI,FALSE,FALSE,74.36487898,This is hate speech.
skuLK0YpksI,FALSE,FALSE,75.49103448,"Many, who advocate hate speech, laws in 2018 seem motivated by the rise of Trumpism- 'build that wall' -and hateful rhetoric on the right And college campuses have become the epicenter of the free speech debate."
skuLK0YpksI,FALSE,FALSE,90.08,"With incidents of college students, shouting down and even physically attacking controversial speakers becoming an increasingly common occurrence, So we talked to students at the University of Southern California about free speech and hate speech."
skuLK0YpksI,FALSE,FALSE,101.8405882,One common refrain on campus is that hateful speech is actually equivalent to violence.
skuLK0YpksI,FALSE,FALSE,106.7892184,"Do, you think hate speech by itself is an act of violence?."
skuLK0YpksI,FALSE,FALSE,111.2,"I do Yes No Your words, can't, like,, physically harm someone I, think violence is more than physical,."
skuLK0YpksI,FALSE,FALSE,117.1893088,"It's emotional, psychological If hate speech is violence,."
skuLK0YpksI,FALSE,FALSE,120.5619293,Maybe it makes sense to regulate it.
skuLK0YpksI,FALSE,FALSE,124.98,"Like Canada, Australia and most of Europe do Many of the students we spoke to seemed open to the idea."
skuLK0YpksI,FALSE,FALSE,130.1804255,"I think if people can understand the power of words, then maybe hate speech as violence could help us have restrictions."
skuLK0YpksI,FALSE,FALSE,136.4,That are not damaging or that could stop at a certain place.
skuLK0YpksI,FALSE,FALSE,139.9852795,"Those kind of opinions are better said, left unsaid because it just incites violence and hatred among everyone,. You know."
skuLK0YpksI,FALSE,FALSE,147.4,Are you in favor of regulations that would stop people from doing that or would make that a crime?.
skuLK0YpksI,FALSE,FALSE,152.38,Yeah I would have no problem if it is regulated.
skuLK0YpksI,FALSE,FALSE,155.0030607,"But, then, who determines what constitutes hate speech?."
skuLK0YpksI,FALSE,FALSE,158.24,"While most respondents to a recent poll agreed that hate speech is immoral,."
skuLK0YpksI,FALSE,FALSE,161.890387,"82% said it would be difficult to ban, because people can't agree on what is hateful Could people form a consensus around whether these things are hate speech?."
skuLK0YpksI,FALSE,FALSE,169.58,"Definitely, not I think it would be really hard to agree And."
skuLK0YpksI,FALSE,FALSE,173.742471,So does that give you pause and make you think?
skuLK0YpksI,FALSE,FALSE,176.9496208,Maybe the regulation would not do what I would hope it would do?. Yeah Like.
skuLK0YpksI,FALSE,FALSE,181.913068,Obviously that would be ideal if something like that could be into place.
skuLK0YpksI,FALSE,FALSE,184.7824647,I just don't really see how it would be.
skuLK0YpksI,FALSE,FALSE,186.3547369,"So for, I'll give you an example,."
skuLK0YpksI,FALSE,FALSE,189.26,So there was a french comedian and he was jailed for an anti-Semitic joke.
skuLK0YpksI,FALSE,FALSE,192.7617857,Would you support that type of action?.
skuLK0YpksI,FALSE,FALSE,195.5,No Advocates of hate speech laws often say that racists cloak themselves in the veil of free speech to attack vulnerable populations.
skuLK0YpksI,FALSE,FALSE,202.438006,"Having free speech is a great right for everyone,."
skuLK0YpksI,FALSE,FALSE,207.92,"But when the more powerful have it, I mean,, it's going to obviously work to their advantage more than the less powerful But social media provides examples of how speech codes, often backfire."
skuLK0YpksI,FALSE,FALSE,217.299,And hurt the very minorities they're intended to protect Facebook and Twitter.
skuLK0YpksI,FALSE,FALSE,220.8743122,Are private companies free to ban whatever they deem to be hate speech But?
skuLK0YpksI,FALSE,FALSE,224.3121125,Their attempts to do so have resulted in bans of feminists.
skuLK0YpksI,FALSE,TRUE,227.169,"Saying that 'all white men are trash, ' and the platform suspended rapper Lil B for posting that 'white people are the only ones who really love they guns you can tell they are violent people."
skuLK0YpksI,FALSE,FALSE,236.1308333," Hateful speech might be hurtful,, stupid or just plain wrong But."
skuLK0YpksI,FALSE,FALSE,239.3424935,"If we deprive ourselves of the opportunity to hear it, we also lose the opportunity to rebut it And the person who's willing to speak forbidden words gains a special power."
skuLK0YpksI,FALSE,FALSE,247.6928947,"When Austria imprisoned historian David Irving for Holocaust denial,."
skuLK0YpksI,FALSE,FALSE,251.2162999,He was greeted with a hero's welcome by a crowd of ten thousand in Budapest.
skuLK0YpksI,FALSE,FALSE,255.0971521,"Shortly after his release, The government had turned him into a martyr."
skuLK0YpksI,FALSE,FALSE,258.8336364,In America attempts to shut down or shout down.
skuLK0YpksI,FALSE,FALSE,261.4943575,"Speakers have almost certainly backfired as well, by boosting the visibility of provocateurs like Milo Yiannopoulos They're, bringing drugs, they're, bringing crime, they're rapists,."
skuLK0YpksI,FALSE,FALSE,271.9,And some I assume are good people Trump saying any of these things should definitely be regulated because he has so much influence and him saying these things in speeches and stuff.
skuLK0YpksI,FALSE,FALSE,280.6612048,Trump saying things about minorities like Hispanics and women and Muslims Does.
skuLK0YpksI,FALSE,FALSE,285.3498599,"It concern you that if the government is the one that is regulating these things, that people like Trump would be the one deciding what is protected speech and what is not?."
skuLK0YpksI,FALSE,FALSE,295.74,"Yeah,, of course, that's another concern."
skuLK0YpksI,FALSE,FALSE,297.8327118,"Granting the government, the power to decide what's acceptable to say, presumes that what brings us closer to the truth is not the free exchange of ideas."
skuLK0YpksI,FALSE,FALSE,305.56,But the wise decision making of politicians And many of the college students we spoke to agreed that being exposed to challenging and even threatening ideas is an important aspect of the intellectual journey.
skuLK0YpksI,FALSE,FALSE,315.3231373,"And, what do you think about people shutting down speakers on campuses?."
skuLK0YpksI,FALSE,FALSE,319.05,"I, don't like that at all,, honestly, I follow a lot of what goes on at Berkely, where they, like, protesting not having these far right. Speakers come I. Think that's dangerous,."
skuLK0YpksI,FALSE,FALSE,328.424181,"To be perfectly honest,."
